trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.001, 'e': 0.8336013404157353}",20,6,-55.612183372729035,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
184,False,"{'a': 0.001, 'e': 0.832768155737091}",25,12,-44.99713585213998,"{0: 8, 1: 0, 2: 4, 3: 1, 4: 0}",1
185,False,"{'a': 0.001, 'e': 0.8319358038266718}",20,3,-53.271560785717746,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 0}",1
186,False,"{'a': 0.001, 'e': 0.8311042838521256}",20,0,-108.55710567170443,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
187,False,"{'a': 0.001, 'e': 0.8302735949819326}",20,0,-133.84378359647263,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
188,False,"{'a': 0.001, 'e': 0.8294437363854039}",20,5,-45.02532283547981,"{0: 9, 1: 0, 2: 6, 3: 0, 4: 0}",1
189,False,"{'a': 0.001, 'e': 0.8286147072326806}",20,0,-71.05871080082353,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
190,False,"{'a': 0.001, 'e': 0.8277865066947336}",20,0,-69.12891910842923,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
191,False,"{'a': 0.001, 'e': 0.8269591339433623}",20,0,-73.94610207055277,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
192,False,"{'a': 0.001, 'e': 0.8261325881511938}",20,9,-78.78983374485519,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 2}",1
193,False,"{'a': 0.001, 'e': 0.8253068684916823}",25,6,-132.2608391066,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 2}",1
194,False,"{'a': 0.001, 'e': 0.8244819741391082}",20,0,-90.99297583502758,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
195,False,"{'a': 0.001, 'e': 0.8236579042685769}",30,0,-108.67281170519556,"{0: 20, 1: 4, 2: 3, 3: 2, 4: 1}",0
196,False,"{'a': 0.001, 'e': 0.8228346580560184}",30,0,-69.38719302675851,"{0: 17, 1: 8, 2: 5, 3: 0, 4: 0}",0
197,False,"{'a': 0.001, 'e': 0.8220122346781865}",25,0,-253.7834180686313,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 5}",0
198,False,"{'a': 0.001, 'e': 0.821190633312658}",25,0,-124.781638938747,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
199,False,"{'a': 0.001, 'e': 0.8203698531378311}",30,0,-115.92755730533433,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
200,False,"{'a': 0.001, 'e': 0.8195498933329256}",25,0,-55.875277343563525,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
201,False,"{'a': 0.001, 'e': 0.8187307530779818}",20,0,-30.355490330718904,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
202,False,"{'a': 0.001, 'e': 0.8179124315538594}",25,0,-151.59473887592517,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
203,False,"{'a': 0.001, 'e': 0.8170949279422366}",20,0,-84.39921577259321,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
204,False,"{'a': 0.001, 'e': 0.8162782414256099}",25,0,-73.29241991709428,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
205,False,"{'a': 0.001, 'e': 0.8154623711872927}",30,12,-11.78107557362346,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
206,False,"{'a': 0.001, 'e': 0.8146473164114145}",20,6,-72.52922404574703,"{0: 8, 1: 3, 2: 1, 3: 1, 4: 1}",1
207,False,"{'a': 0.001, 'e': 0.8138330762829207}",20,0,-98.38610851025214,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
208,False,"{'a': 0.001, 'e': 0.813019649987571}",25,0,-112.25034492134755,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
209,False,"{'a': 0.001, 'e': 0.812207036711939}",30,0,-174.44603166215006,"{0: 18, 1: 1, 2: 7, 3: 2, 4: 2}",0
210,False,"{'a': 0.001, 'e': 0.8113952356434114}",25,7,-83.29314885964409,"{0: 8, 1: 5, 2: 3, 3: 2, 4: 0}",1
211,False,"{'a': 0.001, 'e': 0.8105842459701871}",20,0,-114.14705628882204,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
212,False,"{'a': 0.001, 'e': 0.8097740668812763}",20,0,-31.063607999767065,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
213,False,"{'a': 0.001, 'e': 0.8089646975664998}",20,0,-60.407942779093375,"{0: 12, 1: 4, 2: 2, 3: 2, 4: 0}",0
214,False,"{'a': 0.001, 'e': 0.8081561372164884}",20,0,14.444081076278078,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
215,False,"{'a': 0.001, 'e': 0.8073483850226815}",20,15,-4.847487455706132,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.001, 'e': 0.8065414401773269}",20,0,-110.38759190681654,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
217,False,"{'a': 0.001, 'e': 0.8057353018734796}",25,0,-24.254639231730376,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
218,False,"{'a': 0.001, 'e': 0.8049299693050015}",20,0,-185.49257005903382,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 4}",0
219,False,"{'a': 0.001, 'e': 0.8041254416665596}",20,0,-102.733145404233,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
220,False,"{'a': 0.001, 'e': 0.8033217181536265}",25,0,-98.56234179565695,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
221,False,"{'a': 0.001, 'e': 0.8025187979624785}",25,7,-48.8834937266021,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 0}",1
222,False,"{'a': 0.001, 'e': 0.8017166802901953}",20,0,-51.714007936208695,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
223,False,"{'a': 0.001, 'e': 0.8009153643346592}",25,0,-52.30488031400291,"{0: 15, 1: 6, 2: 4, 3: 0, 4: 0}",0
224,False,"{'a': 0.001, 'e': 0.8001148492945541}",20,2,-136.12734137028633,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 3}",1
225,False,"{'a': 0.001, 'e': 0.7993151343693651}",25,0,-124.91827954284159,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
226,False,"{'a': 0.001, 'e': 0.7985162187593771}",20,0,-130.76460720941506,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
227,False,"{'a': 0.001, 'e': 0.7977181016656743}",20,0,-24.158714410203608,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
228,False,"{'a': 0.001, 'e': 0.7969207822901396}",20,0,-29.84307027739066,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
229,False,"{'a': 0.001, 'e': 0.7961242598354538}",25,0,-100.42749868227834,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
230,False,"{'a': 0.001, 'e': 0.7953285335050939}",20,1,-63.08370493039901,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
231,False,"{'a': 0.001, 'e': 0.794533602503334}",35,16,-86.14013912889249,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 2}",1
232,False,"{'a': 0.001, 'e': 0.7937394660352427}",25,0,-15.601487809069642,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
233,False,"{'a': 0.001, 'e': 0.7929461233066837}",25,0,-10.13836823979879,"{0: 19, 1: 5, 2: 1, 3: 0, 4: 0}",0
234,False,"{'a': 0.001, 'e': 0.792153573524314}",25,0,-106.02929821806501,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
235,False,"{'a': 0.001, 'e': 0.7913618158955839}",20,0,-88.59225833820662,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
236,False,"{'a': 0.001, 'e': 0.7905708496287356}",25,0,-140.75070484521808,"{0: 17, 1: 2, 2: 1, 3: 3, 4: 2}",0
237,False,"{'a': 0.001, 'e': 0.7897806739328027}",20,0,-49.84490544499564,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
238,False,"{'a': 0.001, 'e': 0.7889912880176096}",30,0,-69.39762343558402,"{0: 20, 1: 1, 2: 9, 3: 0, 4: 0}",0
239,False,"{'a': 0.001, 'e': 0.7882026910937704}",20,0,-51.608097344123784,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
240,False,"{'a': 0.001, 'e': 0.7874148823726879}",20,8,12.49742097168265,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.001, 'e': 0.7866278610665535}",30,0,-182.8218378608543,"{0: 19, 1: 4, 2: 2, 3: 2, 4: 3}",0
242,False,"{'a': 0.001, 'e': 0.7858416263883455}",30,19,-33.914149258400734,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
243,False,"{'a': 0.001, 'e': 0.7850561775518295}",20,0,-113.10030743543709,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
244,False,"{'a': 0.001, 'e': 0.7842715137715565}",20,12,-39.60451649266784,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
245,False,"{'a': 0.001, 'e': 0.7834876342628625}",25,0,-14.108296437484602,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
246,False,"{'a': 0.001, 'e': 0.7827045382418681}",20,0,-155.76193315384913,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
247,False,"{'a': 0.001, 'e': 0.7819222249254772}",25,0,-40.85590687768375,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
248,False,"{'a': 0.001, 'e': 0.7811406935313765}",35,0,-61.98188787384501,"{0: 28, 1: 2, 2: 3, 3: 1, 4: 1}",0
249,False,"{'a': 0.001, 'e': 0.7803599432780343}",20,0,-67.56040765323148,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
250,False,"{'a': 0.001, 'e': 0.7795799733847004}",35,0,-100.92815506861528,"{0: 25, 1: 2, 2: 6, 3: 1, 4: 1}",0
251,False,"{'a': 0.001, 'e': 0.7788007830714049}",20,0,-69.4630317647337,"{0: 11, 1: 5, 2: 2, 3: 2, 4: 0}",0
252,False,"{'a': 0.001, 'e': 0.7780223715589573}",25,0,-98.33172537972125,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
253,False,"{'a': 0.001, 'e': 0.7772447380689461}",20,4,-8.110643356472584,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
254,False,"{'a': 0.001, 'e': 0.7764678818237378}",35,0,-138.2669851414099,"{0: 20, 1: 4, 2: 10, 3: 0, 4: 1}",0
255,False,"{'a': 0.001, 'e': 0.775691802046476}",25,0,-123.44578016120694,"{0: 16, 1: 1, 2: 4, 3: 3, 4: 1}",0
256,False,"{'a': 0.001, 'e': 0.774916497961081}",20,0,-46.6950663773902,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
257,False,"{'a': 0.001, 'e': 0.7741419687922484}",20,0,-79.92705390951889,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
258,False,"{'a': 0.001, 'e': 0.7733682137654491}",30,0,-78.15551465863177,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
259,False,"{'a': 0.001, 'e': 0.772595232106928}",20,0,-26.721522572743883,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
260,False,"{'a': 0.001, 'e': 0.7718230230437034}",25,0,-168.4754210955349,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
261,False,"{'a': 0.001, 'e': 0.7710515858035663}",20,0,-21.748548033489715,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
262,False,"{'a': 0.001, 'e': 0.7702809196150792}",20,0,-35.246018117646756,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
263,False,"{'a': 0.001, 'e': 0.7695110237075758}",20,5,-43.50843534746435,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
264,False,"{'a': 0.001, 'e': 0.7687418973111603}",25,0,-85.85209509506089,"{0: 17, 1: 4, 2: 1, 3: 2, 4: 1}",0
265,False,"{'a': 0.001, 'e': 0.7679735396567061}",25,0,-225.03891963993024,"{0: 12, 1: 2, 2: 5, 3: 3, 4: 3}",0
266,False,"{'a': 0.001, 'e': 0.7672059499758557}",25,0,-76.23469250216834,"{0: 14, 1: 4, 2: 7, 3: 0, 4: 0}",0
267,False,"{'a': 0.001, 'e': 0.7664391275010192}",25,0,-130.69586647170308,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
268,False,"{'a': 0.001, 'e': 0.7656730714653739}",30,0,-98.80571273460433,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
269,False,"{'a': 0.001, 'e': 0.764907781102864}",20,0,-48.94184899575727,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
270,False,"{'a': 0.001, 'e': 0.764143255648199}",30,2,-105.01671263070502,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 3}",1
271,False,"{'a': 0.001, 'e': 0.7633794943368531}",25,13,-17.341828393944134,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
272,False,"{'a': 0.001, 'e': 0.7626164964050653}",25,0,-62.00214105759155,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
273,False,"{'a': 0.001, 'e': 0.7618542610898376}",30,7,-191.2752700566399,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 3}",1
274,False,"{'a': 0.001, 'e': 0.7610927876289343}",20,0,-29.871819363070905,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
275,False,"{'a': 0.001, 'e': 0.7603320752608821}",30,4,-151.9287186840632,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 3}",1
276,False,"{'a': 0.001, 'e': 0.7595721232249685}",25,10,-38.067335482856,"{0: 11, 1: 1, 2: 1, 3: 2, 4: 0}",1
277,False,"{'a': 0.001, 'e': 0.7588129307612413}",20,0,10.069188002339443,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
278,False,"{'a': 0.001, 'e': 0.7580544971105083}",30,0,-142.74954821559984,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
279,False,"{'a': 0.001, 'e': 0.7572968215143355}",25,0,-42.71045024525827,"{0: 17, 1: 5, 2: 2, 3: 1, 4: 0}",0
280,False,"{'a': 0.001, 'e': 0.7565399032150474}",25,0,-61.04323550869487,"{0: 17, 1: 0, 2: 8, 3: 0, 4: 0}",0
281,False,"{'a': 0.001, 'e': 0.7557837414557255}",20,0,-95.64194301232422,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
282,False,"{'a': 0.001, 'e': 0.755028335480208}",25,5,-12.276195261064478,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
283,False,"{'a': 0.001, 'e': 0.754273684533089}",20,0,-86.66787792014965,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
284,False,"{'a': 0.001, 'e': 0.7535197878597172}",20,0,-91.95555610278036,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
285,False,"{'a': 0.001, 'e': 0.7527666447061963}",30,0,-194.1358985668091,"{0: 20, 1: 2, 2: 3, 3: 1, 4: 4}",0
286,False,"{'a': 0.001, 'e': 0.7520142543193826}",25,2,-29.54058901574265,"{0: 17, 1: 4, 2: 1, 3: 1, 4: 0}",1
287,False,"{'a': 0.001, 'e': 0.751262615946886}",20,0,-80.64263179637618,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
288,False,"{'a': 0.001, 'e': 0.750511728837068}",20,0,-98.86634473947309,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
289,False,"{'a': 0.001, 'e': 0.7497615922390413}",30,0,-97.89078477660648,"{0: 22, 1: 3, 2: 2, 3: 1, 4: 2}",0
290,False,"{'a': 0.001, 'e': 0.7490122054026693}",20,0,-61.38510303592461,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
291,False,"{'a': 0.001, 'e': 0.7482635675785653}",35,0,-16.93701936589338,"{0: 29, 1: 1, 2: 5, 3: 0, 4: 0}",0
292,False,"{'a': 0.001, 'e': 0.747515678018091}",25,0,-46.87561492859984,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
293,False,"{'a': 0.001, 'e': 0.7467685359733571}",20,0,-83.33232154753411,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
294,False,"{'a': 0.001, 'e': 0.7460221406972215}",20,0,-80.68689503845576,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
295,False,"{'a': 0.001, 'e': 0.7452764914432887}",25,1,-39.323248972703944,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 0}",1
296,False,"{'a': 0.001, 'e': 0.7445315874659094}",20,0,7.1428877225038825,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
297,False,"{'a': 0.001, 'e': 0.7437874280201796}",30,0,-70.12275545999016,"{0: 24, 1: 2, 2: 1, 3: 2, 4: 1}",0
298,False,"{'a': 0.001, 'e': 0.7430440123619398}",20,5,-105.00559751723543,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 2}",1
299,False,"{'a': 0.001, 'e': 0.7423013397477743}",25,0,-103.73088572466031,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
300,False,"{'a': 0.001, 'e': 0.7415594094350105}",25,0,-65.78786536417081,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
301,False,"{'a': 0.001, 'e': 0.7408182206817179}",20,0,-99.81423180594095,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
302,False,"{'a': 0.001, 'e': 0.7400777727467076}",20,0,-89.75831356777918,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
303,False,"{'a': 0.001, 'e': 0.7393380648895319}",20,0,-114.67860439260886,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
304,False,"{'a': 0.001, 'e': 0.7385990963704826}",20,0,-190.39544880178988,"{0: 8, 1: 2, 2: 5, 3: 3, 4: 2}",0
305,False,"{'a': 0.001, 'e': 0.7378608664505911}",25,0,-25.392280723859585,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
306,False,"{'a': 0.001, 'e': 0.7371233743916278}",20,0,-46.77945074220802,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
307,False,"{'a': 0.001, 'e': 0.7363866194561001}",35,0,-85.54477458723991,"{0: 25, 1: 3, 2: 4, 3: 3, 4: 0}",0
308,False,"{'a': 0.001, 'e': 0.7356506009072533}",30,0,-27.352953187459068,"{0: 23, 1: 3, 2: 4, 3: 0, 4: 0}",0
309,False,"{'a': 0.001, 'e': 0.7349153180090687}",25,0,-115.3681330167862,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
310,False,"{'a': 0.001, 'e': 0.7341807700262634}",25,0,-126.51000349517817,"{0: 12, 1: 3, 2: 9, 3: 0, 4: 1}",0
311,False,"{'a': 0.001, 'e': 0.7334469562242892}",25,0,-86.68523999719761,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
312,False,"{'a': 0.001, 'e': 0.7327138758693325}",20,0,-76.42840646154039,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
313,False,"{'a': 0.001, 'e': 0.7319815282283126}",20,0,-30.60651678176808,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
314,False,"{'a': 0.001, 'e': 0.731249912568882}",25,3,-147.97313186059768,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 4}",1
315,False,"{'a': 0.001, 'e': 0.7305190281594249}",20,2,-98.46899587594802,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 1}",1
316,False,"{'a': 0.001, 'e': 0.7297888742690568}",35,17,-92.29524368462373,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 1}",1
317,False,"{'a': 0.001, 'e': 0.7290594501676237}",30,0,-120.06263691442676,"{0: 22, 1: 3, 2: 1, 3: 2, 4: 2}",0
318,False,"{'a': 0.001, 'e': 0.7283307551257017}",20,0,-116.95606396817657,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
319,False,"{'a': 0.001, 'e': 0.7276027884145955}",25,0,-27.674597938814195,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
320,False,"{'a': 0.001, 'e': 0.7268755493063382}",25,0,-141.5158437822319,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
321,False,"{'a': 0.001, 'e': 0.7261490370736909}",20,0,-31.070008973730015,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
322,False,"{'a': 0.001, 'e': 0.7254232509901412}",20,3,-12.090275857027585,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 0}",1
323,False,"{'a': 0.001, 'e': 0.7246981903299029}",20,0,0.049250798195351386,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
324,False,"{'a': 0.001, 'e': 0.7239738543679153}",20,4,-33.70757465780698,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 0}",1
325,False,"{'a': 0.001, 'e': 0.7232502423798424}",25,0,-131.56568165376902,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
326,False,"{'a': 0.001, 'e': 0.7225273536420722}",30,0,-72.063051790139,"{0: 20, 1: 5, 2: 3, 3: 2, 4: 0}",0
327,False,"{'a': 0.001, 'e': 0.7218051874317158}",20,0,-40.0493519469357,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
328,False,"{'a': 0.001, 'e': 0.721083743026607}",20,0,-83.18910568336325,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
329,False,"{'a': 0.001, 'e': 0.7203630197053014}",20,16,8.561354872547243,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.001, 'e': 0.7196430167470754}",30,0,-39.917113988525514,"{0: 25, 1: 2, 2: 0, 3: 3, 4: 0}",0
331,False,"{'a': 0.001, 'e': 0.7189237334319262}",20,0,-43.138134601320054,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
332,False,"{'a': 0.001, 'e': 0.7182051690405703}",35,6,-185.90526677753533,"{0: 16, 1: 4, 2: 3, 3: 4, 4: 2}",1
333,False,"{'a': 0.001, 'e': 0.7174873228544433}",20,0,-46.7729152545034,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
334,False,"{'a': 0.001, 'e': 0.716770194155699}",20,0,-70.157057048774,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
335,False,"{'a': 0.001, 'e': 0.7160537822272085}",25,0,-167.44241815845032,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
336,False,"{'a': 0.001, 'e': 0.7153380863525599}",20,6,-19.68224243335318,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
337,False,"{'a': 0.001, 'e': 0.7146231058160573}",25,0,-186.35686005808878,"{0: 11, 1: 5, 2: 4, 3: 3, 4: 2}",0
338,False,"{'a': 0.001, 'e': 0.71390883990272}",25,0,-83.82408016462564,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
339,False,"{'a': 0.001, 'e': 0.7131952878982822}",25,0,-215.08251901487594,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 4}",0
340,False,"{'a': 0.001, 'e': 0.7124824490891918}",20,0,-85.34722479395796,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
341,False,"{'a': 0.001, 'e': 0.7117703227626097}",30,16,-49.89339533801176,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
342,False,"{'a': 0.001, 'e': 0.7110589082064097}",20,0,-30.62789542091921,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
343,False,"{'a': 0.001, 'e': 0.7103482047091773}",25,17,0.22158501716818257,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.001, 'e': 0.7096382115602087}",20,0,-36.49257057861177,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
345,False,"{'a': 0.001, 'e': 0.7089289280495107}",20,0,-120.36888061552598,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
346,False,"{'a': 0.001, 'e': 0.7082203534678}",20,3,-56.020291467968406,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
347,False,"{'a': 0.001, 'e': 0.7075124871065017}",25,6,-10.467022544579951,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
348,False,"{'a': 0.001, 'e': 0.7068053282577494}",25,14,-9.462204477623159,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.001, 'e': 0.7060988762143844}",30,0,-159.2956631154757,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
350,False,"{'a': 0.001, 'e': 0.7053931302699543}",25,17,-3.23956297684186,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.001, 'e': 0.7046880897187134}",20,0,-51.818967228593024,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
352,False,"{'a': 0.001, 'e': 0.7039837538556208}",30,0,-134.7561762189478,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
353,False,"{'a': 0.001, 'e': 0.7032801219763409}",20,0,-130.90873006347363,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
354,False,"{'a': 0.001, 'e': 0.7025771933772416}",25,0,-110.43435439471313,"{0: 11, 1: 5, 2: 8, 3: 1, 4: 0}",0
355,False,"{'a': 0.001, 'e': 0.701874967355394}",25,0,-49.296075899135715,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
356,False,"{'a': 0.001, 'e': 0.7011734432085724}",20,0,-114.94793784410643,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
357,False,"{'a': 0.001, 'e': 0.7004726202352524}",25,9,-7.827340630371671,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
358,False,"{'a': 0.001, 'e': 0.699772497734611}",25,0,-113.48229217047103,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
359,False,"{'a': 0.001, 'e': 0.6990730750065257}",25,17,-13.668414098639944,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
360,False,"{'a': 0.001, 'e': 0.6983743513515736}",25,0,-33.29159750922628,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
361,False,"{'a': 0.001, 'e': 0.697676326071031}",25,15,-30.062546335778734,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
362,False,"{'a': 0.001, 'e': 0.6969789984668727}",20,0,-68.29828082500846,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
363,False,"{'a': 0.001, 'e': 0.696282367841771}",30,0,-241.51606414027805,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 5}",0
364,False,"{'a': 0.001, 'e': 0.6955864334990951}",25,1,-47.59607208754144,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 0}",1
365,False,"{'a': 0.001, 'e': 0.6948911947429106}",20,0,-28.92581833233673,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
366,False,"{'a': 0.001, 'e': 0.6941966508779789}",20,5,-41.2939695700847,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
