trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
3869,False,"{'a': 0.001, 'e': 0.020900127908629072}",20,14,10.644897042493632,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3870,False,"{'a': 0.001, 'e': 0.020879238227301908}",20,5,27.043130842543885,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3871,False,"{'a': 0.001, 'e': 0.02085836942521472}",25,13,19.005936932324108,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3872,False,"{'a': 0.001, 'e': 0.020837521481498693}",20,9,8.985457780107517,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
3873,False,"{'a': 0.001, 'e': 0.020816694375305884}",20,11,15.608064007698232,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3874,False,"{'a': 0.001, 'e': 0.020795888085809178}",30,18,24.44485167077963,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3875,False,"{'a': 0.001, 'e': 0.020775102592202298}",25,11,21.504511294696492,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3876,False,"{'a': 0.001, 'e': 0.020754337873699742}",20,9,22.451072872922264,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3877,False,"{'a': 0.001, 'e': 0.02073359390953679}",20,1,19.457957964666463,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
3878,False,"{'a': 0.001, 'e': 0.020712870678969465}",25,13,25.906052648175795,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3879,False,"{'a': 0.001, 'e': 0.020692168161274557}",25,19,13.83827981347022,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3880,False,"{'a': 0.001, 'e': 0.02067148633574953}",25,9,27.889789407006695,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3881,False,"{'a': 0.001, 'e': 0.020650825181712566}",25,8,26.03764233407637,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3882,False,"{'a': 0.001, 'e': 0.020630184678502493}",20,10,16.028974500572915,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3883,False,"{'a': 0.001, 'e': 0.020609564805478826}",20,14,9.54623424509507,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3884,False,"{'a': 0.001, 'e': 0.020588965542021685}",25,12,24.46707065122319,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3885,False,"{'a': 0.001, 'e': 0.0205683868675318}",20,9,22.486617675874353,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3886,False,"{'a': 0.001, 'e': 0.02054782876143049}",35,24,19.39403417638872,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3887,False,"{'a': 0.001, 'e': 0.02052729120315966}",20,11,18.033207448676453,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3888,False,"{'a': 0.001, 'e': 0.020506774172181743}",25,3,34.49435530677908,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3889,False,"{'a': 0.001, 'e': 0.020486277647979705}",20,13,12.67128389495166,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3890,False,"{'a': 0.001, 'e': 0.020465801610057018}",20,0,31.49203046474198,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3891,False,"{'a': 0.001, 'e': 0.020445346037937653}",25,10,21.283167231723148,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3892,False,"{'a': 0.001, 'e': 0.020424910911166032}",25,14,18.83173700516581,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3893,False,"{'a': 0.001, 'e': 0.02040449620930702}",30,24,13.895147777093635,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3894,False,"{'a': 0.001, 'e': 0.020384101911945913}",20,3,32.4145069326693,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3895,False,"{'a': 0.001, 'e': 0.020363727998688425}",20,10,3.6466588254457912,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3896,False,"{'a': 0.001, 'e': 0.020343374449160633}",20,6,25.598868510935553,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3897,False,"{'a': 0.001, 'e': 0.020323041243008984}",30,23,14.328428838001942,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3898,False,"{'a': 0.001, 'e': 0.02030272835990026}",25,7,34.19802302420654,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3899,False,"{'a': 0.001, 'e': 0.0202824357795216}",25,19,11.398875326971059,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3900,False,"{'a': 0.001, 'e': 0.02026216348158041}",35,0,29.682333129660414,"{0: 33, 1: 0, 2: 2, 3: 0, 4: 0}",1
3901,False,"{'a': 0.001, 'e': 0.02024191144580439}",25,8,36.30380556102355,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3902,False,"{'a': 0.001, 'e': 0.020221679651941493}",35,18,32.640826748331605,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3903,False,"{'a': 0.001, 'e': 0.020201468079759942}",20,0,22.88757994731761,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
3904,False,"{'a': 0.001, 'e': 0.020181276709048155}",25,12,21.76763314317009,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3905,False,"{'a': 0.001, 'e': 0.02016110551961476}",20,10,16.31459199618781,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3906,False,"{'a': 0.001, 'e': 0.02014095449128855}",20,11,15.120343215524276,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3907,False,"{'a': 0.001, 'e': 0.020120823603918526}",20,16,8.69023072606145,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3908,False,"{'a': 0.001, 'e': 0.020100712837373778}",25,13,23.954855013959968,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3909,False,"{'a': 0.001, 'e': 0.020080622171543543}",20,8,9.810449407707988,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
3910,False,"{'a': 0.001, 'e': 0.020060551586337145}",20,10,14.102793415234874,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3911,False,"{'a': 0.001, 'e': 0.020040501061684014}",25,18,13.74262131553044,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3912,False,"{'a': 0.001, 'e': 0.020020470577533613}",20,10,20.002545119583605,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3913,False,"{'a': 0.001, 'e': 0.02000046011385546}",25,11,27.223067788518584,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3914,False,"{'a': 0.001, 'e': 0.019980469650639078}",20,16,9.886673713416982,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3915,False,"{'a': 0.001, 'e': 0.01996049916789402}",20,4,25.992158541506157,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3916,False,"{'a': 0.001, 'e': 0.019940548645649796}",20,14,11.04392226109901,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3917,False,"{'a': 0.001, 'e': 0.019920618063955876}",20,11,18.83628956333328,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3918,False,"{'a': 0.001, 'e': 0.019900707402881673}",20,6,17.290975763648518,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3919,False,"{'a': 0.001, 'e': 0.01988081664251654}",20,13,11.735394214130613,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3920,False,"{'a': 0.001, 'e': 0.019860945762969703}",20,15,9.234264601202465,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3921,False,"{'a': 0.001, 'e': 0.019841094744370288}",25,13,23.591253989008305,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3922,False,"{'a': 0.001, 'e': 0.01982126356686726}",20,14,13.157084860566584,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3923,False,"{'a': 0.001, 'e': 0.019801452210629462}",20,0,32.72266443666988,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3924,False,"{'a': 0.001, 'e': 0.019781660655845523}",25,18,14.356223116581528,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3925,False,"{'a': 0.001, 'e': 0.019761888882723885}",20,5,25.89509594524197,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3926,False,"{'a': 0.001, 'e': 0.019742136871492774}",20,5,30.068886460725803,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3927,False,"{'a': 0.001, 'e': 0.019722404602400184}",30,19,15.537966918498928,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3928,False,"{'a': 0.001, 'e': 0.01970269205571384}",20,12,13.234710590994558,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3929,False,"{'a': 0.001, 'e': 0.019682999211721196}",20,10,20.772421329495373,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3930,False,"{'a': 0.001, 'e': 0.019663326050729395}",25,10,25.43150830913364,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3931,False,"{'a': 0.001, 'e': 0.019643672553065292}",20,2,29.172007316446894,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3932,False,"{'a': 0.001, 'e': 0.019624038699075377}",30,18,23.638997232107748,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3933,False,"{'a': 0.001, 'e': 0.0196044244691258}",20,12,14.550161200678152,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3934,False,"{'a': 0.001, 'e': 0.019584829843602315}",20,6,11.267239565972307,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
3935,False,"{'a': 0.001, 'e': 0.019565254802910312}",25,17,18.58344634249763,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3936,False,"{'a': 0.001, 'e': 0.019545699327474745}",25,11,26.038579788950972,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3937,False,"{'a': 0.001, 'e': 0.019526163397740135}",25,20,10.149107912043203,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3938,False,"{'a': 0.001, 'e': 0.01950664699417054}",30,18,18.75101345984181,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3939,False,"{'a': 0.001, 'e': 0.01948715009724957}",20,16,9.048452567856746,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3940,False,"{'a': 0.001, 'e': 0.019467672687480328}",20,8,20.03605664167694,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3941,False,"{'a': 0.001, 'e': 0.01944821474538539}",20,12,15.993604773275905,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3942,False,"{'a': 0.001, 'e': 0.019428776251506814}",30,17,20.884412243959815,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3943,False,"{'a': 0.001, 'e': 0.019409357186406115}",30,20,15.807450042757274,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3944,False,"{'a': 0.001, 'e': 0.01938995753066422}",25,12,19.668536224050893,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3945,False,"{'a': 0.001, 'e': 0.01937057726488147}",25,5,35.542288905854065,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3946,False,"{'a': 0.001, 'e': 0.01935121636967759}",25,10,27.661136811015442,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3947,False,"{'a': 0.001, 'e': 0.019331874825691705}",25,7,37.053644997544794,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3948,False,"{'a': 0.001, 'e': 0.019312552613582255}",20,5,25.323891821922885,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3949,False,"{'a': 0.001, 'e': 0.019293249714027027}",25,3,29.292307403253798,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3950,False,"{'a': 0.001, 'e': 0.01927396610772311}",25,11,21.80399816114706,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3951,False,"{'a': 0.001, 'e': 0.01925470177538692}",30,21,18.176753255805725,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3952,False,"{'a': 0.001, 'e': 0.01923545669775411}",20,12,11.176588075447771,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3953,False,"{'a': 0.001, 'e': 0.019216230855579598}",30,22,14.93421951893249,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3954,False,"{'a': 0.001, 'e': 0.019197024229637535}",25,13,18.54343187366197,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3955,False,"{'a': 0.001, 'e': 0.01917783680072131}",30,15,26.539420883950783,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3956,False,"{'a': 0.001, 'e': 0.019158668549643484}",30,8,33.273114657437034,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3957,False,"{'a': 0.001, 'e': 0.019139519457235805}",25,12,22.44547427151081,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3958,False,"{'a': 0.001, 'e': 0.019120389504349168}",20,5,27.729527949965483,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3959,False,"{'a': 0.001, 'e': 0.019101278671853638}",20,13,14.138033366226466,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3960,False,"{'a': 0.001, 'e': 0.01908218694063837}",20,8,23.529969460236416,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3961,False,"{'a': 0.001, 'e': 0.019063114291611637}",20,15,7.813371445894987,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3962,False,"{'a': 0.001, 'e': 0.019044060705700774}",20,12,16.523853390580683,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3963,False,"{'a': 0.001, 'e': 0.01902502616385221}",20,0,31.829987074365395,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3964,False,"{'a': 0.001, 'e': 0.019006010647031397}",30,18,22.884226455836785,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3965,False,"{'a': 0.001, 'e': 0.018987014136222814}",20,14,12.149367807536882,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3966,False,"{'a': 0.001, 'e': 0.01896803661242994}",25,0,21.793217237983953,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
3967,False,"{'a': 0.001, 'e': 0.01894907805667527}",30,22,14.710804155647729,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3968,False,"{'a': 0.001, 'e': 0.018930138450000234}",25,18,13.20907373049953,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3969,False,"{'a': 0.001, 'e': 0.018911217773465227}",20,13,11.16741587395638,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3970,False,"{'a': 0.001, 'e': 0.01889231600814957}",20,15,-2.7760064247206664,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
3971,False,"{'a': 0.001, 'e': 0.018873433135151486}",25,16,16.359189162156483,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3972,False,"{'a': 0.001, 'e': 0.01885456913558812}",20,8,22.744689683825975,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3973,False,"{'a': 0.001, 'e': 0.018835723990595455}",25,18,10.662908583141272,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3974,False,"{'a': 0.001, 'e': 0.018816897681328357}",25,15,21.250910907374273,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3975,False,"{'a': 0.001, 'e': 0.018798090188960496}",25,18,15.038584742619266,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3976,False,"{'a': 0.001, 'e': 0.0187793014946844}",20,11,13.839389416171466,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3977,False,"{'a': 0.001, 'e': 0.018760531579711363}",25,0,38.57879025755942,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3978,False,"{'a': 0.001, 'e': 0.01874178042527147}",30,21,17.082861438370024,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3979,False,"{'a': 0.001, 'e': 0.018723048012613555}",25,11,22.167229820140097,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3980,False,"{'a': 0.001, 'e': 0.018704334323005223}",25,16,15.758257272563824,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3981,False,"{'a': 0.001, 'e': 0.018685639337732773}",20,16,7.475815694189585,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3982,False,"{'a': 0.001, 'e': 0.018666963038101215}",20,6,25.669354797756274,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3983,False,"{'a': 0.001, 'e': 0.018648305405434242}",25,16,18.93133793678746,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3984,False,"{'a': 0.001, 'e': 0.01862966642107424}",20,8,23.035950402914267,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3985,False,"{'a': 0.001, 'e': 0.01861104606638221}",20,14,10.485775686164603,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3986,False,"{'a': 0.001, 'e': 0.018592444322737798}",20,15,10.297656530435907,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3987,False,"{'a': 0.001, 'e': 0.01857386117153925}",25,15,21.614990063666987,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3988,False,"{'a': 0.001, 'e': 0.01855529659420343}",25,3,38.452936623373596,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3989,False,"{'a': 0.001, 'e': 0.018536750572165746}",25,0,34.90821552472596,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3990,False,"{'a': 0.001, 'e': 0.018518223086880184}",30,14,32.02340098216734,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3991,False,"{'a': 0.001, 'e': 0.018499714119819242}",25,11,27.554241446261877,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3992,False,"{'a': 0.001, 'e': 0.01848122365247397}",20,3,29.209344014010114,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3993,False,"{'a': 0.001, 'e': 0.018462751666353888}",25,19,14.278879138851508,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3994,False,"{'a': 0.001, 'e': 0.018444298142987012}",25,12,12.937522193811757,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
3995,False,"{'a': 0.001, 'e': 0.01842586306391981}",20,5,23.893901352586983,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3996,False,"{'a': 0.001, 'e': 0.018407446410717215}",20,5,26.367221970688263,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3997,False,"{'a': 0.001, 'e': 0.018389048164962566}",20,2,28.104505588722546,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3998,False,"{'a': 0.001, 'e': 0.01837066830825761}",25,15,19.213480086670728,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3999,False,"{'a': 0.001, 'e': 0.01835230682222249}",25,12,26.71896986798675,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4000,False,"{'a': 0.001, 'e': 0.018333963688495727}",20,12,16.201183922958595,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4001,False,"{'a': 0.001, 'e': 0.01831563888873418}",20,0,36.433453157614984,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4002,False,"{'a': 0.001, 'e': 0.01829733240461304}",30,9,34.4911891925238,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
4003,False,"{'a': 0.001, 'e': 0.018279044217825845}",20,15,6.845484457058356,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4004,False,"{'a': 0.001, 'e': 0.01826077431008438}",25,13,23.468903598757848,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4005,False,"{'a': 0.001, 'e': 0.01824252266311874}",20,2,16.408506542970077,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
4006,False,"{'a': 0.001, 'e': 0.018224289258677303}",20,9,21.549324355445123,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4007,False,"{'a': 0.001, 'e': 0.01820607407852663}",20,12,13.043276248078065,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4008,False,"{'a': 0.001, 'e': 0.018187877104451564}",20,5,27.735985991159158,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4009,False,"{'a': 0.001, 'e': 0.0181696983182551}",25,15,18.277334212351676,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4010,False,"{'a': 0.001, 'e': 0.018151537701758473}",30,14,29.443914013131348,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4011,False,"{'a': 0.001, 'e': 0.018133395236801075}",35,8,45.10864124707612,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
4012,False,"{'a': 0.001, 'e': 0.01811527090524041}",25,17,15.99550154221403,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4013,False,"{'a': 0.001, 'e': 0.018097164688952158}",20,15,8.515245157731197,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4014,False,"{'a': 0.001, 'e': 0.01807907656983012}",20,2,27.46252922013293,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4015,False,"{'a': 0.001, 'e': 0.018061006529786143}",25,18,12.67517421278131,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4016,False,"{'a': 0.001, 'e': 0.018042954550750216}",20,5,24.23096378263096,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4017,False,"{'a': 0.001, 'e': 0.01802492061467033}",25,14,23.441913685576345,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4018,False,"{'a': 0.001, 'e': 0.018006904703512558}",25,0,39.76483916115433,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4019,False,"{'a': 0.001, 'e': 0.017988906799261007}",25,20,7.541459642862534,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4020,False,"{'a': 0.001, 'e': 0.017970926883917736}",25,15,17.096833237065468,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4021,False,"{'a': 0.001, 'e': 0.01795296493950285}",25,16,16.81536759747357,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4022,False,"{'a': 0.001, 'e': 0.017935020948054412}",25,6,33.018851893314846,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4023,False,"{'a': 0.001, 'e': 0.017917094891628405}",25,13,23.671870506359028,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4024,False,"{'a': 0.001, 'e': 0.017899186752298794}",30,12,33.10702080547214,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4025,False,"{'a': 0.001, 'e': 0.017881296512157415}",25,16,13.799127621383317,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4026,False,"{'a': 0.001, 'e': 0.017863424153314034}",25,13,22.40288455197679,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4027,False,"{'a': 0.001, 'e': 0.017845569657896316}",20,2,30.059137087111726,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4028,False,"{'a': 0.001, 'e': 0.017827733008049722}",20,0,29.124946512292322,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4029,False,"{'a': 0.001, 'e': 0.017809914185937626}",30,0,49.76755557976667,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
4030,False,"{'a': 0.001, 'e': 0.017792113173741214}",25,13,21.199997282474545,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4031,False,"{'a': 0.001, 'e': 0.01777432995365944}",20,10,20.227039022066986,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4032,False,"{'a': 0.001, 'e': 0.017756564507909123}",25,0,40.13231025768971,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4033,False,"{'a': 0.001, 'e': 0.017738816818724773}",20,12,13.262122636931588,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4034,False,"{'a': 0.001, 'e': 0.017721086868358722}",25,11,24.919481207953446,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4035,False,"{'a': 0.001, 'e': 0.017703374639081032}",30,18,23.1187847422873,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4036,False,"{'a': 0.001, 'e': 0.017685680113179437}",25,10,27.924318226056744,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4037,False,"{'a': 0.001, 'e': 0.01766800327295943}",20,15,-31.759448876625314,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
4038,False,"{'a': 0.001, 'e': 0.01765034410074419}",30,9,39.06969005622474,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
4039,False,"{'a': 0.001, 'e': 0.0176327025788745}",30,12,35.41691762299866,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4040,False,"{'a': 0.001, 'e': 0.017615078689708876}",20,16,7.687396758076652,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4041,False,"{'a': 0.001, 'e': 0.017597472415623393}",20,5,23.717164981444924,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4042,False,"{'a': 0.001, 'e': 0.017579883739011794}",35,27,15.021019990694768,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4043,False,"{'a': 0.001, 'e': 0.017562312642285412}",20,15,7.085165823571166,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4044,False,"{'a': 0.001, 'e': 0.01754475910787312}",25,11,22.41001994282367,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4045,False,"{'a': 0.001, 'e': 0.0175272231182214}",25,13,20.295795719183587,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4046,False,"{'a': 0.001, 'e': 0.017509704655794274}",30,11,30.31968986444833,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4047,False,"{'a': 0.001, 'e': 0.017492203703073247}",25,14,18.176447724767492,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4048,False,"{'a': 0.001, 'e': 0.017474720242557397}",30,14,29.839840047302083,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4049,False,"{'a': 0.001, 'e': 0.01745725425676323}",20,0,32.495234736415426,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4050,False,"{'a': 0.001, 'e': 0.017439805728224775}",20,9,17.720015928612806,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4051,False,"{'a': 0.001, 'e': 0.017422374639493515}",30,13,32.7779476855998,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
